taxable_value,itc_claimed,tax_paid,itc_ratio,invoice_count,mismatch_ratio,num_buyers,is_fraud,sector_enc,state_enc,status_enc,tax_efficiency
-0.5198104385603184,-0.33683085782231054,-0.8894175212103497,-0.32487424069657933,-0.6907526738904602,-0.434446182054222,-0.10576229467974282,0,2,4,2,-0.6033572417381531
0.08085351420027596,-0.3098858370432566,-0.302521553929231,-0.30201562469617704,-0.30722781672045146,-0.16121581530252094,-0.7990057933116477,0,2,5,1,-1.0648498908681843
-0.3882273745182741,-0.33286645528633824,-0.5352026503313129,-0.32952891253584676,-0.010867699816353736,-0.607172217967497,0.10754339720699711,0,0,7,1,-0.31099068932102586
-0.7192946787836301,-0.3425094364780116,-1.0378058444494225,-0.3363796346787685,-0.1677642322949937,-0.11222626710489617,0.10754339720699711,0,3,6,1,0.7903775987802598
-0.043499286673055575,0.18382131328952608,-0.8772283820606597,1.153485340622742,0.3203583131941084,3.5998683643646103,3.200475929564726,1,0,2,0,-1.5976409638195637
-0.624083173924833,-0.3334267767333378,-1.0967994874551343,-0.2916351097418109,-0.0805994920290826,-0.24151827059553474,0.0008905512636271477,0,1,8,2,-0.7462628088342771
0.13401108235408402,-0.2897255430271176,1.9326494503086387,-0.3274253589161778,-0.11546538813544704,-0.3829313994134207,-0.7456793703399627,0,0,3,0,1.1845016130823671
-0.6981884780276814,-0.34005164297388746,-1.0092228134242374,-0.32854725418000125,0.006565248236828482,-0.6657576570491927,-0.4790472554815377,0,3,3,2,0.5604248643105582
3.652430162092569,3.603585970497802,-0.018383102510692518,4.157682156021912,0.3900901054068373,2.8231062496435078,0.640807626923847,1,2,0,1,-1.999948627441463
3.9632935346700977,3.928806184986921,2.411542205140518,1.4593927609105954,1.3837681444382235,3.5917876141464453,4.053698697111686,1,3,9,0,-1.503305623868087
-0.7868396348224622,-0.3433167961019516,-1.278376297853088,-0.3180593237216519,-0.272361920614087,-0.003136139159669821,-0.7456793703399627,0,4,1,0,0.26781139643445634
-0.5425705177604465,-0.3269635469529937,-0.6349031158235162,-0.3145802548981995,-0.7430515180500069,-0.5349505128926481,-0.15908871765142782,0,0,9,1,0.3537073250397245
